id,age,workclass_id,education_level_id,education_num,marital_status_id,occupation_id,race_id,sex_id,capital_gain,capital_loss,hours_week,country_id,workclass,education_level,marital_status,occupation,race,sex,country,over_50k
24307,51,5,10,13,3,5,5,2,7688,0,40,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,1
30303,28,5,10,13,3,2,5,2,0,0,40,1,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,?,1
19219,28,5,16,10,5,14,5,2,0,0,54,40,Private,Some-college,Never-married,Tech-support,White,Male,United-States,0
34026,36,5,8,12,3,5,5,2,0,0,43,40,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,White,Male,United-States,1
3819,40,5,16,10,3,4,5,2,0,0,52,40,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,United-States,0
874,51,7,10,13,3,13,2,2,0,2415,40,4,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Asian-Pac-Islander,Male,China,1
28624,33,5,2,7,5,4,5,2,0,0,65,40,Private,11th,Never-married,Craft-repair,White,Male,United-States,0
4189,35,5,12,9,3,15,5,2,2885,0,40,40,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,United-States,0
5080,53,5,6,4,3,8,5,2,0,0,40,40,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,0
30954,34,5,12,9,5,8,3,2,0,0,40,40,Private,HS-grad,Never-married,Machine-op-inspct,Black,Male,United-States,0
5453,28,5,10,13,5,2,5,1,0,0,16,9,Private,Bachelors,Never-married,Adm-clerical,White,Female,El-Salvador,0
39269,22,5,9,11,5,5,5,2,0,0,40,40,Private,Assoc-voc,Never-married,Exec-managerial,White,Male,United-States,0
35202,30,5,16,10,3,4,5,2,0,0,40,40,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,United-States,1
37368,46,7,7,5,3,13,5,2,0,0,40,40,Self-emp-not-inc,9th,Married-civ-spouse,Sales,White,Male,United-States,0
47195,37,8,12,9,5,2,5,1,0,0,40,40,State-gov,HS-grad,Never-married,Adm-clerical,White,Female,United-States,0
19578,44,3,13,14,3,11,5,1,4386,0,40,40,Local-gov,Masters,Married-civ-spouse,Prof-specialty,White,Female,United-States,1
4501,35,1,2,7,6,1,5,1,6849,0,60,40,?,11th,Separated,?,White,Female,United-States,0
44990,25,5,16,10,1,4,5,2,0,0,40,40,Private,Some-college,Divorced,Craft-repair,White,Male,United-States,0
3039,44,3,3,8,3,4,5,2,0,0,55,40,Local-gov,12th,Married-civ-spouse,Craft-repair,White,Male,United-States,0
37008,40,7,13,14,1,11,5,1,0,2205,45,40,Self-emp-not-inc,Masters,Divorced,Prof-specialty,White,Female,United-States,0
10531,67,3,8,12,3,5,5,2,0,0,35,40,Local-gov,Assoc-acdm,Married-civ-spouse,Exec-managerial,White,Male,United-States,0
18046,23,5,16,10,3,5,3,1,0,0,40,40,Private,Some-college,Married-civ-spouse,Exec-managerial,Black,Female,United-States,0
32378,28,5,12,9,3,15,5,2,0,0,70,40,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,United-States,0
10861,38,5,16,10,3,13,5,2,0,0,60,40,Private,Some-college,Married-civ-spouse,Sales,White,Male,United-States,1
8011,41,8,12,9,3,2,5,2,3464,0,40,40,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,United-States,0
31354,24,5,12,9,3,4,5,2,0,0,40,40,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,0
21293,62,6,13,14,3,13,5,2,0,0,35,40,Self-emp-inc,Masters,Married-civ-spouse,Sales,White,Male,United-States,0
26416,36,5,13,14,3,2,5,2,0,1977,40,25,Private,Masters,Married-civ-spouse,Adm-clerical,White,Male,Japan,1
34590,44,5,6,4,3,4,2,2,0,0,40,31,Private,7th-8th,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,Philippines,0
35089,74,5,12,9,5,15,5,2,0,0,10,40,Private,HS-grad,Never-married,Transport-moving,White,Male,United-States,0
34825,52,5,12,9,3,4,5,2,0,0,50,1,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,?,0
34970,24,5,8,12,5,13,5,2,0,0,25,40,Private,Assoc-acdm,Never-married,Sales,White,Male,United-States,0
23894,43,5,12,9,1,8,3,1,0,0,40,40,Private,HS-grad,Divorced,Machine-op-inspct,Black,Female,United-States,0
15114,35,5,1,6,7,9,3,1,0,1980,40,40,Private,10th,Widowed,Other-service,Black,Female,United-States,0
25070,47,5,8,12,3,13,5,2,5178,0,50,40,Private,Assoc-acdm,Married-civ-spouse,Sales,White,Male,United-States,1
35452,55,5,10,13,3,13,5,2,0,0,20,40,Private,Bachelors,Married-civ-spouse,Sales,White,Male,United-States,1
15522,54,7,10,13,3,13,5,2,0,0,40,40,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,White,Male,United-States,0
20041,26,5,16,10,5,15,3,2,2174,0,75,40,Private,Some-college,Never-married,Transport-moving,Black,Male,United-States,0
4214,30,5,12,9,5,8,5,2,0,0,44,40,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,United-States,0
10324,35,5,12,9,6,15,5,2,0,0,50,40,Private,HS-grad,Separated,Transport-moving,White,Male,United-States,0
39951,27,5,16,10,5,8,5,2,0,0,40,40,Private,Some-college,Never-married,Machine-op-inspct,White,Male,United-States,0
42508,29,2,12,9,1,2,3,1,0,0,40,40,Federal-gov,HS-grad,Divorced,Adm-clerical,Black,Female,United-States,0
23543,29,8,16,10,1,2,3,2,0,0,40,40,State-gov,Some-college,Divorced,Adm-clerical,Black,Male,United-States,0
7019,38,5,16,10,3,5,5,2,0,0,55,40,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,United-States,1
2049,28,5,12,9,3,4,5,2,0,1848,42,40,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,1
24346,40,5,12,9,1,2,5,2,0,0,40,40,Private,HS-grad,Divorced,Adm-clerical,White,Male,United-States,0
11387,29,5,16,10,5,7,3,2,0,0,45,40,Private,Some-college,Never-married,Handlers-cleaners,Black,Male,United-States,0
48523,19,5,16,10,5,9,5,1,0,0,20,40,Private,Some-college,Never-married,Other-service,White,Female,United-States,0
708,45,5,16,10,5,13,3,2,0,0,40,40,Private,Some-college,Never-married,Sales,Black,Male,United-States,0
36458,51,5,16,10,3,15,5,2,0,0,60,40,Private,Some-college,Married-civ-spouse,Transport-moving,White,Male,United-States,0
1989,34,5,12,9,3,4,5,2,0,0,50,40,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,0
47930,22,5,10,13,5,5,5,2,0,0,40,40,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,0
24120,49,5,10,13,3,5,5,2,0,0,40,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,0
34673,23,5,2,7,5,4,5,2,0,0,30,40,Private,11th,Never-married,Craft-repair,White,Male,United-States,0
1311,45,2,10,13,3,5,5,2,0,0,40,40,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,0
18054,39,5,15,15,3,11,5,2,0,0,55,40,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,United-States,1
14633,20,3,9,11,5,2,5,1,0,0,35,40,Local-gov,Assoc-voc,Never-married,Adm-clerical,White,Female,United-States,0
26094,62,1,11,16,3,1,1,2,0,0,40,40,?,Doctorate,Married-civ-spouse,?,Amer-Indian-Eskimo,Male,United-States,1
14880,51,3,6,4,3,15,5,2,0,0,40,40,Local-gov,7th-8th,Married-civ-spouse,Transport-moving,White,Male,United-States,0
35983,26,1,2,7,5,1,5,2,0,0,40,40,?,11th,Never-married,?,White,Male,United-States,0
31046,39,5,12,9,1,13,5,2,0,0,60,40,Private,HS-grad,Divorced,Sales,White,Male,United-States,0
20269,52,5,10,13,3,4,5,2,0,0,50,40,Private,Bachelors,Married-civ-spouse,Craft-repair,White,Male,United-States,1
3941,63,3,10,13,5,11,3,1,0,0,21,40,Local-gov,Bachelors,Never-married,Prof-specialty,Black,Female,United-States,0
13742,63,7,6,4,7,6,5,1,0,0,10,40,Self-emp-not-inc,7th-8th,Widowed,Farming-fishing,White,Female,United-States,0
38760,34,6,12,9,3,5,5,2,0,0,50,40,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,United-States,0
39186,24,5,10,13,5,11,5,1,0,0,40,40,Private,Bachelors,Never-married,Prof-specialty,White,Female,United-States,0
278,35,5,16,10,5,5,5,1,0,0,40,40,Private,Some-college,Never-married,Exec-managerial,White,Female,United-States,0
6233,90,7,10,13,3,11,5,2,10566,0,50,40,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,United-States,0
40070,34,3,16,10,3,5,1,2,0,0,40,40,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Amer-Indian-Eskimo,Male,United-States,0
12226,57,5,8,12,1,2,3,1,0,0,40,40,Private,Assoc-acdm,Divorced,Adm-clerical,Black,Female,United-States,0
7074,56,5,12,9,3,15,5,2,0,0,44,40,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,United-States,1
9362,32,5,12,9,3,8,5,2,0,0,40,40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,0
11944,50,3,13,14,3,11,5,2,7688,0,50,40,Local-gov,Masters,Married-civ-spouse,Prof-specialty,White,Male,United-States,1
45093,64,5,10,13,1,2,5,1,0,0,40,40,Private,Bachelors,Divorced,Adm-clerical,White,Female,United-States,0
12251,51,5,12,9,3,12,5,2,0,0,40,40,Private,HS-grad,Married-civ-spouse,Protective-serv,White,Male,United-States,0
961,25,5,16,10,3,11,5,2,0,0,45,40,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Male,United-States,0
27751,55,5,9,11,3,4,5,2,0,0,50,19,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,Hungary,1
40336,35,5,12,9,3,8,5,2,0,0,55,40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,0
19961,37,5,12,9,5,2,5,2,0,0,40,40,Private,HS-grad,Never-married,Adm-clerical,White,Male,United-States,0
18686,51,7,12,9,5,6,5,2,0,0,45,40,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,White,Male,United-States,0
43676,23,5,2,7,5,8,4,2,0,0,40,40,Private,11th,Never-married,Machine-op-inspct,Other,Male,United-States,0
4810,33,5,16,10,5,14,5,2,0,0,20,40,Private,Some-college,Never-married,Tech-support,White,Male,United-States,0
3625,71,7,12,9,7,2,5,1,0,0,35,40,Self-emp-not-inc,HS-grad,Widowed,Adm-clerical,White,Female,United-States,0
1737,26,5,10,13,5,4,5,2,0,0,40,40,Private,Bachelors,Never-married,Craft-repair,White,Male,United-States,0
46182,39,5,12,9,3,15,5,2,0,0,50,40,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,United-States,0
17622,27,5,13,14,5,7,5,2,0,0,30,40,Private,Masters,Never-married,Handlers-cleaners,White,Male,United-States,0
25015,22,5,16,10,3,5,5,1,0,0,40,40,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Female,United-States,0
31253,49,5,16,10,3,5,5,2,0,0,50,40,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,United-States,1
22944,30,7,12,9,3,11,5,2,0,1977,15,40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,White,Male,United-States,1
20309,24,5,12,9,3,8,5,2,0,0,40,40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,0
45156,17,5,2,7,5,13,5,1,0,0,20,40,Private,11th,Never-married,Sales,White,Female,United-States,0
20233,40,5,10,13,1,2,3,1,0,0,40,40,Private,Bachelors,Divorced,Adm-clerical,Black,Female,United-States,0
17780,23,5,16,10,1,2,3,2,0,0,40,40,Private,Some-college,Divorced,Adm-clerical,Black,Male,United-States,0
31438,38,5,2,7,3,4,5,2,0,0,40,40,Private,11th,Married-civ-spouse,Craft-repair,White,Male,United-States,0
40625,35,5,9,11,3,4,5,2,0,0,42,40,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,United-States,1
31679,61,2,12,9,1,2,3,1,0,0,20,40,Federal-gov,HS-grad,Divorced,Adm-clerical,Black,Female,United-States,0
48539,65,5,12,9,3,9,5,2,0,0,32,40,Private,HS-grad,Married-civ-spouse,Other-service,White,Male,United-States,0
12754,55,5,12,9,7,13,5,1,0,0,40,40,Private,HS-grad,Widowed,Sales,White,Female,United-States,0
16605,73,7,6,4,3,6,5,2,6418,0,99,40,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,White,Male,United-States,1
40138,77,5,11,16,7,5,5,2,0,0,40,40,Private,Doctorate,Widowed,Exec-managerial,White,Male,United-States,0
27064,38,5,12,9,1,2,5,1,0,0,40,40,Private,HS-grad,Divorced,Adm-clerical,White,Female,United-States,0
21030,45,5,10,13,3,5,5,2,0,0,40,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,1
36895,39,5,16,10,1,8,5,2,0,0,40,40,Private,Some-college,Divorced,Machine-op-inspct,White,Male,United-States,0
8320,50,5,7,5,1,15,5,2,0,0,50,40,Private,9th,Divorced,Transport-moving,White,Male,United-States,0
32975,22,1,8,12,5,1,5,2,0,0,25,40,?,Assoc-acdm,Never-married,?,White,Male,United-States,0
32431,61,7,6,4,3,6,5,2,0,0,56,40,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,White,Male,United-States,0
27017,47,5,10,13,3,5,5,2,0,0,57,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,1
1563,75,1,10,13,7,1,5,1,25124,0,16,40,?,Bachelors,Widowed,?,White,Female,United-States,1
41908,27,5,13,14,5,14,5,2,0,0,55,40,Private,Masters,Never-married,Tech-support,White,Male,United-States,0
27490,62,5,10,13,3,14,5,2,0,0,38,40,Private,Bachelors,Married-civ-spouse,Tech-support,White,Male,United-States,0
41018,37,5,10,13,5,9,5,2,0,0,39,40,Private,Bachelors,Never-married,Other-service,White,Male,United-States,0
28823,32,5,16,10,3,13,5,2,0,0,40,40,Private,Some-college,Married-civ-spouse,Sales,White,Male,United-States,0
21832,34,5,10,13,1,5,5,2,0,0,85,10,Private,Bachelors,Divorced,Exec-managerial,White,Male,England,1
43677,36,5,10,13,3,5,5,1,0,0,40,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,United-States,1
41194,55,3,16,10,3,11,5,2,0,0,40,40,Local-gov,Some-college,Married-civ-spouse,Prof-specialty,White,Male,United-States,0
3701,53,5,16,10,3,5,5,2,0,0,60,40,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,United-States,1
17867,21,5,12,9,5,9,5,1,0,0,35,40,Private,HS-grad,Never-married,Other-service,White,Female,United-States,0
20508,47,5,10,13,3,11,5,2,15024,0,40,40,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,United-States,1
33391,50,5,13,14,3,5,5,2,0,0,55,40,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,United-States,1
43888,31,5,12,9,3,4,5,2,0,0,40,40,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,0
10912,47,5,12,9,3,4,5,2,0,0,40,40,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,1
47535,59,5,7,5,7,7,5,2,0,0,40,40,Private,9th,Widowed,Handlers-cleaners,White,Male,United-States,0
20724,46,5,12,9,3,13,5,2,0,0,65,40,Private,HS-grad,Married-civ-spouse,Sales,White,Male,United-States,1
35836,56,5,12,9,7,4,5,2,0,0,40,40,Private,HS-grad,Widowed,Craft-repair,White,Male,United-States,0
28145,21,1,16,10,5,1,5,2,0,0,75,40,?,Some-college,Never-married,?,White,Male,United-States,0
8283,43,5,5,3,3,8,2,1,0,2129,72,1,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Female,?,0
8545,33,5,12,9,3,12,5,2,2635,0,16,40,Private,HS-grad,Married-civ-spouse,Protective-serv,White,Male,United-States,0
16606,45,7,6,4,3,4,5,2,0,0,10,40,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,White,Male,United-States,0
3207,45,3,10,13,3,5,5,2,0,1977,50,40,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,1
5603,59,5,10,13,3,11,5,2,0,1902,43,40,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,United-States,1
26728,65,5,10,13,3,5,5,2,0,0,40,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,1
38052,40,5,9,11,5,15,5,2,0,0,32,40,Private,Assoc-voc,Never-married,Transport-moving,White,Male,United-States,0
13128,35,5,16,10,5,2,5,1,0,0,40,40,Private,Some-college,Never-married,Adm-clerical,White,Female,United-States,0
1837,58,5,13,14,3,13,5,2,0,0,40,40,Private,Masters,Married-civ-spouse,Sales,White,Male,United-States,0
43554,64,5,12,9,1,2,3,1,0,0,40,40,Private,HS-grad,Divorced,Adm-clerical,Black,Female,United-States,0
31624,45,7,15,15,5,11,5,2,0,0,30,40,Self-emp-not-inc,Prof-school,Never-married,Prof-specialty,White,Male,United-States,1
12562,45,5,12,9,4,2,5,1,0,0,30,40,Private,HS-grad,Married-spouse-absent,Adm-clerical,White,Female,United-States,0
9216,38,3,10,13,3,4,2,2,0,0,40,31,Local-gov,Bachelors,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,Philippines,0
35805,26,6,12,9,5,6,5,2,0,0,50,40,Self-emp-inc,HS-grad,Never-married,Farming-fishing,White,Male,United-States,0
44325,35,5,9,11,3,13,5,2,0,0,65,40,Private,Assoc-voc,Married-civ-spouse,Sales,White,Male,United-States,0
830,24,6,10,13,5,13,5,2,0,0,40,40,Self-emp-inc,Bachelors,Never-married,Sales,White,Male,United-States,0
29571,38,5,12,9,1,4,5,2,0,0,50,40,Private,HS-grad,Divorced,Craft-repair,White,Male,United-States,0
24702,48,8,12,9,3,12,5,2,0,0,72,40,State-gov,HS-grad,Married-civ-spouse,Protective-serv,White,Male,United-States,1
17393,59,5,12,9,7,2,5,1,0,0,40,40,Private,HS-grad,Widowed,Adm-clerical,White,Female,United-States,0
20361,50,7,12,9,1,11,2,1,0,0,60,41,Self-emp-not-inc,HS-grad,Divorced,Prof-specialty,Asian-Pac-Islander,Female,Vietnam,0
1521,47,3,10,13,3,12,5,2,0,0,40,40,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,White,Male,United-States,0
21154,46,5,16,10,1,13,5,1,0,0,40,40,Private,Some-college,Divorced,Sales,White,Female,United-States,0
19875,53,3,12,9,4,15,5,1,0,0,35,40,Local-gov,HS-grad,Married-spouse-absent,Transport-moving,White,Female,United-States,0
14100,74,7,12,9,7,9,5,2,0,0,20,40,Self-emp-not-inc,HS-grad,Widowed,Other-service,White,Male,United-States,0
8538,32,5,12,9,5,9,5,1,0,0,35,40,Private,HS-grad,Never-married,Other-service,White,Female,United-States,0
29465,52,3,10,13,3,14,5,2,0,0,40,40,Local-gov,Bachelors,Married-civ-spouse,Tech-support,White,Male,United-States,0
41875,46,7,15,15,3,11,5,2,0,0,40,40,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,United-States,1
28494,25,5,10,13,5,2,5,1,0,0,40,40,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,0
24772,27,5,12,9,5,4,3,2,3325,0,40,40,Private,HS-grad,Never-married,Craft-repair,Black,Male,United-States,0
9210,22,5,12,9,5,9,5,1,0,0,40,40,Private,HS-grad,Never-married,Other-service,White,Female,United-States,0
44952,20,5,16,10,5,13,5,1,0,0,30,40,Private,Some-college,Never-married,Sales,White,Female,United-States,0
13906,47,3,16,10,3,15,5,2,0,1887,40,40,Local-gov,Some-college,Married-civ-spouse,Transport-moving,White,Male,United-States,1
21270,29,5,13,14,5,11,5,1,0,0,45,40,Private,Masters,Never-married,Prof-specialty,White,Female,United-States,0
23266,34,5,12,9,1,8,5,1,0,0,40,40,Private,HS-grad,Divorced,Machine-op-inspct,White,Female,United-States,0
10408,22,5,12,9,5,9,5,1,0,0,35,40,Private,HS-grad,Never-married,Other-service,White,Female,United-States,0
32533,34,5,11,16,3,11,5,2,0,0,60,40,Private,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,United-States,1
48614,63,7,15,15,3,11,5,2,0,0,35,40,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,United-States,1
35228,32,1,7,5,3,1,5,2,0,0,45,40,?,9th,Married-civ-spouse,?,White,Male,United-States,0
12284,46,3,12,9,5,4,5,2,0,0,40,40,Local-gov,HS-grad,Never-married,Craft-repair,White,Male,United-States,0
48089,27,5,9,11,3,11,5,2,0,0,44,40,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,White,Male,United-States,1
44197,35,7,12,9,3,6,5,2,0,0,40,27,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,White,Male,Mexico,0
10696,54,2,10,13,1,5,5,1,0,0,40,40,Federal-gov,Bachelors,Divorced,Exec-managerial,White,Female,United-States,0
6362,37,5,8,12,1,5,5,1,0,0,40,40,Private,Assoc-acdm,Divorced,Exec-managerial,White,Female,United-States,0
42671,38,5,12,9,3,15,5,2,0,0,40,40,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,United-States,0
27286,48,5,12,9,3,11,5,2,7298,0,40,40,Private,HS-grad,Married-civ-spouse,Prof-specialty,White,Male,United-States,1
39485,44,5,12,9,6,8,3,2,0,0,40,40,Private,HS-grad,Separated,Machine-op-inspct,Black,Male,United-States,0
6539,44,7,16,10,1,8,5,2,0,2205,35,40,Self-emp-not-inc,Some-college,Divorced,Machine-op-inspct,White,Male,United-States,0
4727,31,5,16,10,3,15,5,2,0,1579,45,9,Private,Some-college,Married-civ-spouse,Transport-moving,White,Male,El-Salvador,0
32696,57,5,12,9,3,4,3,2,0,0,48,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Black,Male,United-States,0
37558,35,2,10,13,4,5,3,2,0,0,40,40,Federal-gov,Bachelors,Married-spouse-absent,Exec-managerial,Black,Male,United-States,0
30039,28,5,8,12,5,2,5,2,0,0,32,40,Private,Assoc-acdm,Never-married,Adm-clerical,White,Male,United-States,0
18387,66,1,4,2,5,1,3,2,0,0,30,40,?,1st-4th,Never-married,?,Black,Male,United-States,0
19079,60,3,10,13,3,11,5,1,0,0,45,40,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,United-States,1
29642,46,5,8,12,5,11,5,1,0,0,36,40,Private,Assoc-acdm,Never-married,Prof-specialty,White,Female,United-States,0
27911,45,5,12,9,1,2,5,1,0,0,50,40,Private,HS-grad,Divorced,Adm-clerical,White,Female,United-States,0
37873,40,3,10,13,3,5,5,2,0,0,60,40,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,1
9558,38,1,1,6,6,1,5,2,0,0,35,40,?,10th,Separated,?,White,Male,United-States,0
25172,28,5,1,6,3,4,5,2,0,0,36,40,Private,10th,Married-civ-spouse,Craft-repair,White,Male,United-States,0
7984,50,5,12,9,3,14,5,2,0,1848,40,40,Private,HS-grad,Married-civ-spouse,Tech-support,White,Male,United-States,1
2951,27,5,10,13,3,11,5,2,0,0,42,40,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,United-States,1
9823,25,5,9,11,3,13,5,1,0,0,42,40,Private,Assoc-voc,Married-civ-spouse,Sales,White,Female,United-States,1
30849,17,5,2,7,5,4,5,2,594,0,40,40,Private,11th,Never-married,Craft-repair,White,Male,United-States,0
3080,28,5,10,13,3,5,5,2,0,0,45,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,1
43830,33,5,12,9,3,9,5,2,0,1672,50,40,Private,HS-grad,Married-civ-spouse,Other-service,White,Male,United-States,0
1402,55,5,8,12,3,14,5,2,0,0,25,40,Private,Assoc-acdm,Married-civ-spouse,Tech-support,White,Male,United-States,0
6691,60,5,1,6,3,8,5,2,0,0,40,40,Private,10th,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,0
36314,24,5,2,7,5,9,5,2,0,0,35,40,Private,11th,Never-married,Other-service,White,Male,United-States,0
36660,35,7,10,13,3,13,5,2,0,0,40,40,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,White,Male,United-States,0
5084,25,5,16,10,5,2,3,1,0,0,40,24,Private,Some-college,Never-married,Adm-clerical,Black,Female,Jamaica,0
16644,44,5,9,11,3,4,5,2,0,0,40,40,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,United-States,1
7533,39,3,13,14,3,11,5,2,0,0,45,40,Local-gov,Masters,Married-civ-spouse,Prof-specialty,White,Male,United-States,1
21115,24,1,9,11,3,1,3,1,0,0,35,40,?,Assoc-voc,Married-civ-spouse,?,Black,Female,United-States,0
13826,54,7,1,6,3,4,5,2,0,0,36,40,Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,White,Male,United-States,0
39562,52,5,10,13,1,2,5,1,0,0,40,40,Private,Bachelors,Divorced,Adm-clerical,White,Female,United-States,0
23600,51,2,13,14,7,13,5,2,0,0,50,9,Federal-gov,Masters,Widowed,Sales,White,Male,El-Salvador,1
34323,37,2,10,13,3,11,5,2,0,0,40,40,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,United-States,0
44004,19,5,16,10,5,9,5,2,0,0,35,40,Private,Some-college,Never-married,Other-service,White,Male,United-States,0
38671,24,5,10,13,5,11,2,2,0,0,25,40,Private,Bachelors,Never-married,Prof-specialty,Asian-Pac-Islander,Male,United-States,0
40451,28,5,16,10,3,13,5,2,0,0,43,40,Private,Some-college,Married-civ-spouse,Sales,White,Male,United-States,0
8833,36,8,13,14,5,11,5,1,0,0,40,40,State-gov,Masters,Never-married,Prof-specialty,White,Female,United-States,0
5761,21,5,16,10,5,11,5,1,0,0,40,40,Private,Some-college,Never-married,Prof-specialty,White,Female,United-States,0
22511,20,1,12,9,5,1,5,2,0,0,40,9,?,HS-grad,Never-married,?,White,Male,El-Salvador,0
33117,32,8,10,13,3,6,5,2,0,0,40,40,State-gov,Bachelors,Married-civ-spouse,Farming-fishing,White,Male,United-States,1
11461,22,1,16,10,5,1,5,2,0,0,36,40,?,Some-college,Never-married,?,White,Male,United-States,0
778,34,5,13,14,3,11,5,2,0,0,40,1,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,?,0
44940,36,7,10,13,1,13,2,1,0,0,8,36,Self-emp-not-inc,Bachelors,Divorced,Sales,Asian-Pac-Islander,Female,South,0
27554,34,5,16,10,3,13,5,2,0,0,55,40,Private,Some-college,Married-civ-spouse,Sales,White,Male,United-States,1
42820,35,5,12,9,3,5,5,1,0,0,40,40,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Female,United-States,1
31667,53,5,12,9,1,9,5,1,0,0,40,40,Private,HS-grad,Divorced,Other-service,White,Female,United-States,0
32546,39,3,8,12,3,2,5,1,0,0,20,40,Local-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,White,Female,United-States,1
28939,18,5,6,4,5,9,2,1,0,0,40,31,Private,7th-8th,Never-married,Other-service,Asian-Pac-Islander,Female,Philippines,0
6163,28,5,12,9,6,5,5,1,0,0,50,40,Private,HS-grad,Separated,Exec-managerial,White,Female,United-States,0
3285,27,5,15,15,3,2,5,2,0,0,40,40,Private,Prof-school,Married-civ-spouse,Adm-clerical,White,Male,United-States,0
31570,46,7,11,16,5,11,5,1,0,0,45,40,Self-emp-not-inc,Doctorate,Never-married,Prof-specialty,White,Female,United-States,0
